SPECIMEN_REFERENCE_DNA_NO,RECEIVED_SCALES,RECEIVED_DNA,RECEIVED_OTOLITH,READ_SCALES,READ_DNA,READ_OTOLITH,OTOLITH_LAB_NUMBER,SCALE_SUBMISSION_NUMBER,PROGRAM,BIOKEY,ID2,FISH_NO,AREA_NAME,REFERENCE_NO,YEAR,MONTH,COLLECTION_DATE,DAYOFYEAR,SAMPLE_TYPE,AREA,SUBAREA,FISHING_LOCATION,SAMPLER_NAME,SAMPLER_TYPE,SAMPLER_ID,LANDING_SITE,GUIDED,SPECIES,DISPOSITION,SIZE_CAT,ADIPOSE_FIN_CLIPPED,LENGTH_MM,MGMT_SIZE_3,MGMT_SIZE_2,SEX,RESOLVED_STOCK_ORIGIN,RESOLVED_STOCK_ROLLUP,RESOLVED_STOCK_SOURCE,HATCHERY_ORIGIN,RESOLVED_AGE,OTOLITH_BOX,OTOLITH_SPECIMEN,FACILITY,THERMALMARK,OTO_STOCK,OTOLITH_RESOLVED_RESULT,SCALE_BOOK,SCALE_NO,SCALE_SOURCE,SCALE_FORMAT,AGE_GR,PART_AGE_CODE,CWT_HEAD_LABEL,CWT_RESULT,CWT_REGION,CWT_BROOD_YEAR,DNA_CONTAINER_TYPE,PBT_BROOD_YEAR,PBT_SEX,RESOLVED_STOCK_REGION,DNA_RESULTS_STOCK_1,REGION_1_NAME,REGION_1_ROLLUP,PROB_1,DNA_STOCK_2,REGION_2_NAME,REGION_2_ROLLUP,PROB_2,DNA_STOCK_3,REGION_3_NAME,REGION_3_ROLLUP,PROB_3,DNA_STOCK_4,REGION_4_NAME,REGION_4_ROLLUP,PROB_4,DNA_STOCK_5,REGION_5_NAME,REGION_5_ROLLUP,PROB_5,PHOTO_NO,COMMENTS,Size Class
211355,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149590202,TRUE,TRUE,,,2023,June,2023-06-07 00:00:00,158,Sport,18,18B,Arbutus I.,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 1,N/A,N,270,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1041564,5,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8729441,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.1270518,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.000004,GREEN_RIVER-KENDAL,,,,GREEN_RIVER-KENDAL,,,,,,Sub-Legal
211356,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149590303,TRUE,TRUE,,,2023,June,2023-06-07 00:00:00,158,Sport,18,18B,Arbutus I.,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 3,N/A,Y,690,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1041564,6,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9188979,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.057039,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0160789,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0079838,SNOHOMISH_RIVER,Big Qualicum River,ECVI Fall,0.0000003,,,Legal
211357,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149590404,TRUE,TRUE,,,2023,June,2023-06-07 00:00:00,158,Sport,18,18B,Arbutus I.,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 3,N/A,Y,380,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,1041564,7,SPORT FISHERY,,,,,,,,Whatman,2021,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
211358,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149590505,TRUE,TRUE,,,2023,June,2023-06-07 00:00:00,158,Sport,18,18B,Arbutus I.,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 3,N/A,N,330,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,1041564,8,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9908411,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.0071032,PUNTLEDGE_RIVER_FALL,Puntledge River,ECVI Fall,0.0012243,PUNTLEDGE_RIVER_FALL,Big Qualicum River,ECVI Fall,0.0005579,PUNTLEDGE_RIVER_FALL,Little Qualicum River,ECVI Fall,0.0002724,,,Sub-Legal
211359,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149590606,TRUE,TRUE,,,2023,June,2023-06-07 00:00:00,158,Sport,18,18B,Arbutus I.,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 2,N/A,Y,660,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1041564,9,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.5475103,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.4442244,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0071674,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0010242,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000735,,,Legal
211360,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149590707,TRUE,TRUE,,,2023,June,2023-06-07 00:00:00,158,Sport,18,18B,Arbutus I.,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 1,N/A,N,310,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,1041564,10,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9996215,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0003307,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.000034,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000096,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000041,,,Sub-Legal
211361,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149240606,TRUE,TRUE,,,2023,May,2023-05-17 00:00:00,137,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,590,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1038597,1,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9997328,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0002192,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0000435,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.000004,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0000005,,,Legal
211362,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149240707,TRUE,TRUE,,,2023,May,2023-05-17 00:00:00,137,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,500,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038597,2,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9989768,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0009424,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000806,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,,,Legal
211363,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149240808,TRUE,TRUE,,,2023,May,2023-05-17 00:00:00,137,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Released,N/A,Y,730,legal,legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,1038597,3,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Legal
211364,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149240909,TRUE,TRUE,,,2023,May,2023-05-17 00:00:00,137,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 3,N/A,Y,560,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1038597,4,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.5638919,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.3002517,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0556582,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0381808,GREEN_RIVER,,,0.0233845,,,Legal
211365,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270101,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,500,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038597,5,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9983132,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0016852,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000015,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,,,Legal
211366,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270202,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,600,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038597,6,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9118915,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0599626,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0144389,GREEN_RIVER,,,0.0135789,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.000104,,,Legal
211367,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270303,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,450,sub legal,sub legal,Unk,"Abernathy Creek ""Fall Run""",Columbia River,DNA,Y,,,,,,,,1038597,7,SPORT FISHERY,,,,,,,,Whatman,0,male,Columbia River,ABERNATHY_RIVER,"Abernathy Creek ""Fall Run""",Columbia River,0.9999882,SPRING_CREEK_HATCHERY,Spring Creek,Columbia River,0.0000118,,,,,,,,,,,,,,,Legal
211368,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270404,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,460,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038597,8,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9439417,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0484175,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0039485,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0036865,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000057,,,Legal
211369,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270505,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,410,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1038597,9,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9559815,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0284727,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0078338,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0077102,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000018,,,Sub-Legal
211370,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270606,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,N,630,legal,legal,Unk,Nooksack River,Puget Sound,DNA,,,,,,,,,1038597,10,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.9999696,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000299,SKAGIT_RIVER,Skagit River,Puget Sound,0.0000005,SKAGIT_RIVER,,,,SKAGIT_RIVER,,,,,,Legal
211371,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270707,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,490,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,1038598,1,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.6506563,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.3405198,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0044461,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0043776,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000003,,,Legal
211372,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270808,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,540,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,1038598,2,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.8732491,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0631692,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.05626,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0073179,SOOS_CREEK,Skykomish River,Puget Sound,0.0000038,,,Legal
211373,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149270909,TRUE,TRUE,,,2023,May,2023-05-18 00:00:00,138,Sport,19,19D,Albert Head,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,580,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,Y,,,,,,,,1038598,3,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,1,,,,,,,,,,,,,,,,,,,Legal
211374,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149300101,TRUE,TRUE,,,2023,May,2023-05-23 00:00:00,143,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 2,N/A,Y,590,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038598,4,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8259065,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.1076976,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0562018,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0091479,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0010357,,,Legal
211375,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149300202,TRUE,TRUE,,,2023,May,2023-05-23 00:00:00,143,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,470,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038598,5,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.893475,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0601451,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0259403,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0189161,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0015205,,,Legal
211376,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149300303,TRUE,TRUE,,,2023,May,2023-05-23 00:00:00,143,Sport,19,19D,Clover Point,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 4,N/A,Y,650,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038598,6,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9997009,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0001469,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0001468,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000049,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000003,,,Legal
211377,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149330101,TRUE,TRUE,,,2023,May,2023-05-24 00:00:00,144,Sport,19,19C,Oak Bay,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,N,790,legal,legal,Unk,Cariboo River Upper,Fraser Spring 5.2,DNA,,,,,,,,,1038598,7,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Spring 5.2,CARIBOO_RIVER-UPPER,Cariboo River Upper,Fraser Spring 5.2,0.4917494,WEST_ROAD_BLACKWATER_RIVER,West Road (Blackwater) River,Fraser Spring 5.2,0.4655611,NECHAKO_RIVER,Nechako River,Fraser Summer 5.2,0.0118567,NECHAKO_RIVER,Horsefly River,Fraser Spring 5.2,0.0108797,NECHAKO_RIVER,Chilko River,Fraser Summer 5.2,0.0079375,,,Legal
211378,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149330202,TRUE,TRUE,,,2023,May,2023-05-24 00:00:00,144,Sport,19,19C,Oak Bay,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,670,legal,legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,1038598,8,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.8357696,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.1385853,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0254337,SNOHOMISH_RIVER,,,0.0001847,SNOHOMISH_RIVER,Big Qualicum River,ECVI Fall,0.0000145,,,Legal
211379,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149360101,TRUE,TRUE,,,2023,May,2023-05-25 00:00:00,145,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,520,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038598,9,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.7524132,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.2213878,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0167061,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0094346,GREEN_RIVER,Skykomish River,Puget Sound,0.0000582,,,Legal
211380,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149360202,TRUE,TRUE,,,2023,May,2023-05-25 00:00:00,145,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,720,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1038598,10,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9450311,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.054965,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000039,SNOHOMISH_RIVER,,,,SNOHOMISH_RIVER,,,,,,Legal
211381,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149360303,TRUE,TRUE,,,2023,May,2023-05-25 00:00:00,145,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 2,N/A,Y,740,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031421,1,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9823499,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.017627,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000158,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000073,SNOHOMISH_RIVER,,,,,,Legal
211382,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149360404,TRUE,TRUE,,,2023,May,2023-05-25 00:00:00,145,Sport,19,19D,Constance Bank,Ward Bond,Guide,404,Logbook,Y,124,Release Cond 1,N/A,Y,550,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031421,2,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.7123699,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.2869195,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0006881,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000106,SNOHOMISH_RIVER,White River,Puget Sound,0.0000104,,,Legal
211384,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149500101,TRUE,TRUE,,,2023,May,2023-05-31 00:00:00,151,Sport,18,18B,Coal I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 3,N/A,Y,320,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,Y,,,,,,,,1031421,4,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,1,,,,,,,,,,,,,,,,,,,Sub-Legal
211385,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149500202,TRUE,TRUE,,,2023,May,2023-05-31 00:00:00,151,Sport,18,18B,Coal I.,Todd McIntyre,Guide,1568,Logbook,Y,124,Release Cond 1,N/A,Y,570,sub legal,sub legal,Unk,"Abernathy Creek ""Fall Run""",Columbia River,DNA,Y,,,,,,,,1031421,5,SPORT FISHERY,,,,,,,,Whatman,0,male,Columbia River,ABERNATHY_RIVER,"Abernathy Creek ""Fall Run""",Columbia River,0.9999952,SPRING_CREEK_HATCHERY,Spring Creek,Columbia River,0.0000048,,,,,,,,,,,,,,,Sub-Legal
211386,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149390101,TRUE,TRUE,,,2023,June,2023-06-01 00:00:00,152,Sport,19,19A,Wain Rock,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 3,N/A,Y,400,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,1031421,6,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9997563,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0001732,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000604,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000064,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000038,,,Sub-Legal
211387,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149390202,TRUE,TRUE,,,2023,June,2023-06-01 00:00:00,152,Sport,19,19A,Wain Rock,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 1,N/A,N,440,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,1031421,7,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9717192,CHEMAINUS_RIVER,Chemainus River,ECVI Fall,0.0258763,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.0023715,NANAIMO_RIVER_FALL,Little Qualicum River,ECVI Fall,0.0000197,NANAIMO_RIVER_FALL,Big Qualicum River,ECVI Fall,0.0000096,,,Sub-Legal
211388,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149390303,TRUE,TRUE,,,2023,June,2023-06-01 00:00:00,152,Sport,19,19A,Wain Rock,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 3,N/A,Y,630,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031421,8,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8995517,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0977946,WHITE_RIVER,White River,Puget Sound,0.0026525,WHITE_RIVER,Snohomish River,Puget Sound,0.0000012,WHITE_RIVER,,,,,,Legal
211389,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149390404,TRUE,TRUE,,,2023,June,2023-06-01 00:00:00,152,Sport,19,19A,Wain Rock,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 1,N/A,N,470,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,1031421,9,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9991056,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.0007766,CHEMAINUS_RIVER,Chemainus River,ECVI Fall,0.0000695,CHEMAINUS_RIVER,Puntledge River,ECVI Fall,0.0000234,CHEMAINUS_RIVER,Little Qualicum River,ECVI Fall,0.0000186,,,Sub-Legal
211390,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680149390505,TRUE,TRUE,,,2023,June,2023-06-01 00:00:00,152,Sport,19,19A,Wain Rock,Jason Assonitis,Guide,308,Logbook,Y,124,Release Cond 1,N/A,N,840,super legal,legal,Unk,Harrison River,Fraser Fall,DNA,,,,,,,,,1031421,10,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Fraser Fall,HARRISON_RIVER,Harrison River,Fraser Fall,0.9870534,CHILLIWACK_RIVER_FALL,"Chilliwack River ""Fall Run""",Fraser Fall,0.0129416,STAVE_RIVER,Stave River,Fraser Fall,0.0000049,STAVE_RIVER,Capilano River,Fraser Fall,0.0000001,STAVE_RIVER,,,,,,Legal
