Assigning lat-longs to AA/CREST biological sample data,,,,,,,,,,,,,,
issue:  many locations used in logs and by observers are not listed in CREST and so don't have any ability to geo-reference.   The yellow is the proposed work to identify lat-longs for each location used.,,,,,,,,,,,,,,
there were about 780 such location names.   Cursory review identified suitable locations for about 300.   480 location names remain which need some lat-longs.,,,,,,,,,,,,,,
the task is to fill in the 480 blank or #NA rows in columns K-O.   Or at least as many as possible.   Some will not be possible. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,2,4,3,5,6,7,8,9,10,4,11,12,13,
13.Deepwater Bay,Deepwater Bay,13,13E,177,Deepwater Bay,13E,-125.335586,50.18023973,Deepwater Bay,13,13E,-125.335586,50.18023973,
13.Evans Bay,Evans Bay,13,13E,1,Evans Bay,13I,-125.0794101,50.19103786,Evans Bay,13,13I,-125.0794101,50.19103786,
13.Francisco Pt.,Francisco Pt.,13,13E,1,Francisco Pt.,13I,-125.2166891,50.29287137,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Islet Pt.,Islet Pt.,13,13E,1,Islet Pt.,13E,-125.3942522,50.29211971,Islet Pt.,13,13E,-125.3942522,50.29211971,
13.Mcmullen Pt.,Mcmullen Pt.,13,13E,2,Mcmullen Pt.,13E,-125.3950344,50.24850287,Mcmullen Pt.,13,13E,-125.3950344,50.24850287,
13.North Bluff,North Bluff,13,13E,1,North Bluff,13E,-125.3359771,50.13601712,North Bluff,13,13E,-125.3359771,50.13601712,
13.Plumper Bay,Plumper Bay,13,13E,12,Plumper Bay,13E,-125.339497,50.1613999,Plumper Bay,13,13E,-125.339497,50.1613999,
13.Ripple Rock,Ripple Rock,13,13E,1,Ripple Rock,13E,-125.3570969,50.12746938,Ripple Rock,13,13E,-125.3570969,50.12746938,
13.Separation Head,Separation Head,13,13E,19,Separation Head,13E,-125.3527947,50.17370943,Separation Head,13,13E,-125.3527947,50.17370943,
13.Seymour Narrows,Seymour Narrows,13,13E,1,Seymour Narrows,13E,-125.3531858,50.13651988,Seymour Narrows,13,13E,-125.3531858,50.13651988,
13.Arran Rapids,Arran Rapids,13,13G,12,Arran Rapids,13G,-125.129863,50.42322901,Arran Rapids,13,13G,-125.129863,50.42322901,
13.Bute Inlet,Bute Inlet,13,13G,50,Bute Inlet,13G,-125.0668946,50.42372873,Bute Inlet,13,13G,-125.0668946,50.42372873,
13.Calm Chan.,Calm Chan.,13,13G,6,Calm Chan.,13G,-125.1028766,50.3349454,Calm Chan.,13,13G,-125.1028766,50.3349454,
13.CHURCH HOUSE,CHURCH HOUSE,13,13G,129,#N/A,#N/A,#N/A,#N/A,Church House (East),13,13G,-125.0848856,50.33844988,
13.Church House (East),Church House (East),13,13G,13,Church House (East),13G,-125.0848856,50.33844988,Church House (East),13,13G,-125.0848856,50.33844988,
13.Church House (West),Church House (West),13,13G,7,Church House (West),13G,-125.1408141,50.34645914,Church House (West),13,13G,-125.1408141,50.34645914,
13.CORDERO CHAN.,CORDERO CHAN.,13,13G,25,Cordero Chan.,13K,-125.2245112,50.41973082,Cordero Chan.,13,13K,-125.2245112,50.41973082,
13.Cordero Channel,Cordero Channel,13,13G,207,#N/A,#N/A,#N/A,#N/A,Cordero Chan.,13,13K,-125.2245112,50.41973082,
13.Drain,Drain,13,13G,2,Drain,13G,-125.1353386,50.42197969,Drain,13,13G,-125.1353386,50.42197969,
13.East side Sonora I.,East side Sonora I.,13,13G,1,#N/A,#N/A,#N/A,#N/A,Greek Wall,13,13G,-125.1510044,50.35863008,
13.Greek Wall,Greek Wall,13,13G,105,Greek Wall,13G,-125.1510044,50.35863008,Greek Wall,13,13G,-125.1510044,50.35863008,
"13.GRK Wall, Log Dump","GRK Wall, Log Dump",13,13G,1,#N/A,#N/A,#N/A,#N/A,Greek Wall,13,13G,-125.1510044,50.35863008,
"13.GRK Wall, Ramsarm","GRK Wall, Ramsarm",13,13G,2,#N/A,#N/A,#N/A,#N/A,Greek Wall,13,13G,-125.1510044,50.35863008,
13.HORN PT.,HORN PT.,13,13G,1,Horn Pt.,13K,-125.2260757,50.42872564,Horn Pt.,13,13K,-125.2260757,50.42872564,
13.Lawrence Pt,Lawrence Pt,13,13G,74,Lawrence Pt,13G,-125.0993566,50.43871786,Lawrence Pt,13,13G,-125.0993566,50.43871786,
13.Little Bluffs,Little Bluffs,13,13G,15,Little Bluffs,13G,-125.1118721,50.42897547,Little Bluffs,13,13G,-125.1118721,50.42897547,
13.LOG DUMP,LOG DUMP,13,13G,367,Log Dump,13G,-125.0938811,50.42822597,Log Dump,13,13G,-125.0938811,50.42822597,
13.Log Dump(13G),Log Dump(13G),13,13G,2,#N/A,#N/A,#N/A,#N/A,Log Dump,13,13G,-125.0938811,50.42822597,
13.Old Church House,Old Church House,13,13G,4,#N/A,#N/A,#N/A,#N/A,Church House (East),13,13G,-125.0848856,50.33844988,
13.Secret Hole,Secret Hole,13,13G,2,Secret Hole,13G,-125.0700235,50.41348342,Secret Hole,13,13G,-125.0700235,50.41348342,
13.Sonora Point,Sonora Point,13,13G,4,#N/A,#N/A,#N/A,#N/A,Sonora Pt.,13,13K,-125.3085995,50.4259774,
13.Spring Creek,Spring Creek,13,13G,1,#N/A,#N/A,#N/A,#N/A,Spring Creek,13,13G,-125.0591,50.4207,
13.Stuart I.,Stuart I.,13,13G,48,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,-,-,
13.Stuart Island,Stuart Island,13,13G,1,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,-,-,
13.Francisco Point,Francisco Point,13,13I,19,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Fredric Point,Fredric Point,13,13I,1,#N/A,#N/A,#N/A,#N/A,Fredric Point,13,13I,-125.0499,50.1826,
13.Pencil I.,Pencil I.,13,13I,1,Pencil I.,13I,-125.0524236,50.18149545,Pencil I.,13,13I,-125.0524236,50.18149545,
13.Penn I.,Penn I.,13,13I,3,#N/A,#N/A,#N/A,#N/A,Penn Is.,13,13I,-125.0180061,50.17848166,
13.Penn Is.,Penn Is.,13,13I,113,Penn Is.,13I,-125.0180061,50.17848166,Penn Is.,13,13I,-125.0180061,50.17848166,
13.Penn Islands,Penn Islands,13,13I,170,#N/A,#N/A,#N/A,#N/A,Penn Is.,13,13I,-125.0180061,50.17848166,
13.Read Pt.,Read Pt.,13,13I,3,Read Pt.,13D,-125.147854,50.13199484,Read Pt.,13,13D,-125.147854,50.13199484,
13.Thurston Bay,Thurston Bay,13,13I,4,Thurston Bay,13K,-125.3415722,50.35643889,Thurston Bay,13,13K,-125.3415722,50.35643889,
13.Whale Pass,Whale Pass,13,13I,76,Whale Pass,13I,-125.0379526,50.19154004,Whale Pass,13,13I,-125.0379526,50.19154004,
13.Whale Passage,Whale Passage,13,13I,1,#N/A,#N/A,#N/A,#N/A,Whale Pass,13,13I,-125.0379526,50.19154004,
13.Chatham Pt.,Chatham Pt.,13,13K,221,Chatham Pt.,13K,-125.4345363,50.33394407,Chatham Pt.,13,13K,-125.4345363,50.33394407,
13.CORDERO CHAN.,CORDERO CHAN.,13,13K,63,Cordero Chan.,13K,-125.2245112,50.41973082,Cordero Chan.,13,13K,-125.2245112,50.41973082,
13.Davis Point,Davis Point,13,13K,64,#N/A,#N/A,#N/A,#N/A,Davis Pt.,13,13K,-125.340974,50.372677,
13.Davis Pt.,Davis Pt.,13,13K,292,Davis Pt.,13K,-125.340974,50.372677,Davis Pt.,13,13K,-125.340974,50.372677,
13.Denham,Denham,13,13K,16,#N/A,#N/A,#N/A,#N/A,Denham Bay,13,13K,-125.241933,50.448942,
13.Denham Bay,Denham Bay,13,13K,1650,Denham Bay,13K,-125.241933,50.448942,Denham Bay,13,13K,-125.241933,50.448942,
13.Denham Bay(13K),Denham Bay(13K),13,13K,26,#N/A,#N/A,#N/A,#N/A,Denham Bay,13,13K,-125.241933,50.448942,
13.Dennam Bay,Dennam Bay,13,13K,4,#N/A,#N/A,#N/A,#N/A,Denham Bay,13,13K,-125.241933,50.448942,
13.Fredrick Arm,Fredrick Arm,13,13K,11,#N/A,#N/A,#N/A,#N/A,Frederick Arm,13,13O,-125.27037,50.482706,
13.Gomer Island,Gomer Island,13,13K,2,Gomer Island,13K,-125.2839661,50.44876015,Gomer Island,13,13K,-125.2839661,50.44876015,
13.Green Sea Bay,Green Sea Bay,13,13K,1,#N/A,#N/A,#N/A,#N/A,Greensea Bay,13,13K,-125.4067677,50.31466438,
13.Greensea Bay,Greensea Bay,13,13K,84,Greensea Bay,13K,-125.4067677,50.31466438,Greensea Bay,13,13K,-125.4067677,50.31466438,
13.Hall Point,Hall Point,13,13K,75,#N/A,#N/A,#N/A,#N/A,Hall Pt.,13,13K,-125.2843508,50.44870796,
13.Hall Pt(13K),Hall Pt(13K),13,13K,5,#N/A,#N/A,#N/A,#N/A,Hall Pt.,13,13K,-125.2843508,50.44870796,
13.Hall Pt.,Hall Pt.,13,13K,186,Hall Pt.,13K,-125.2843508,50.44870796,Hall Pt.,13,13K,-125.2843508,50.44870796,
13.Hall Pt.(13K),Hall Pt.(13K),13,13K,1,#N/A,#N/A,#N/A,#N/A,Hall Pt.,13,13K,-125.2843508,50.44870796,
13.Hall Pt/Denham Bay,Hall Pt/Denham Bay,13,13K,8,#N/A,#N/A,#N/A,#N/A,Hall Pt.,13,13K,-125.2843508,50.44870796,
13.HORN PT.,HORN PT.,13,13K,11,Horn Pt.,13K,-125.2260757,50.42872564,Horn Pt.,13,13K,-125.2260757,50.42872564,
13.Howe Is.,Howe Is.,13,13K,1,Howe Is.,13K,-125.407941,50.33844988,Howe Is.,13,13K,-125.407941,50.33844988,
13.Howe Island,Howe Island,13,13K,1,#N/A,#N/A,#N/A,#N/A,Howe Is.,13,13K,-125.407941,50.33844988,
13.Nodales,Nodales,13,13K,36,#N/A,#N/A,#N/A,#N/A,Nodales Channel,13,13K,-125.351944,50.38619439,
13.Nodales Ch.,Nodales Ch.,13,13K,66,#N/A,#N/A,#N/A,#N/A,Nodales Channel,13,13K,-125.351944,50.38619439,
13.Nodales Channel,Nodales Channel,13,13K,79,Nodales Channel,13K,-125.351944,50.38619439,Nodales Channel,13,13K,-125.351944,50.38619439,
13.Owen Point,Owen Point,13,13K,3,Owen Point,13P,-125.315435,50.460103,Owen Point,13,13P,-125.315435,50.460103,
13.Sonora Point,Sonora Point,13,13K,5,#N/A,#N/A,#N/A,#N/A,Sonora Pt.,13,13K,-125.3085995,50.4259774,
13.Sonora Pt.,Sonora Pt.,13,13K,11,Sonora Pt.,13K,-125.3085995,50.4259774,Sonora Pt.,13,13K,-125.3085995,50.4259774,
13.Thurston Bay,Thurston Bay,13,13K,422,Thurston Bay,13K,-125.3415722,50.35643889,Thurston Bay,13,13K,-125.3415722,50.35643889,
13.Thurston Bluff,Thurston Bluff,13,13K,1,#N/A,#N/A,#N/A,#N/A,Thurston Bay,13,13K,-125.3415722,50.35643889,
13.Upper Denham Bay,Upper Denham Bay,13,13K,3,#N/A,#N/A,#N/A,#N/A,Denham Bay,13,13K,-125.241933,50.448942,
13.Bullock Bluff,Bullock Bluff,13,13L,1,Bullock Bluff,13L,-125.0058817,50.24097866,Bullock Bluff,13,13L,-125.0058817,50.24097866,
13.Calm Channel,Calm Channel,13,13L,12,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,-,-,
13.Frances Bay,Frances Bay,13,13L,18,Frances Bay,13L,-125.0336504,50.34445696,Frances Bay,13,13L,-125.0336504,50.34445696,
13.Lewis Channel,Lewis Channel,13,13L,6,#N/A,#N/A,#N/A,#N/A,Lewis Channel,15,15D,-124.9149,50.1873,
13.Penn I.,Penn I.,13,13L,2,#N/A,#N/A,#N/A,#N/A,Penn Is.,13,13I,-125.0180061,50.17848166,
13.Pryce Channel,Pryce Channel,13,13L,7,#N/A,#N/A,#N/A,#N/A,15,13,15E,-124.8692,50.3157,
13.Quantam Bay,Quantam Bay,13,13L,4,Quantam Bay,13L,-124.9495622,50.38573492,Quatum River,13,13L,-124.9495622,50.38573492,
13.Quatam Bay,Quatam Bay,13,13L,4,Quatam Bay,13L,-124.9468244,50.37898281,Quatum River,13,13L,-124.9468244,50.37898281,
13.Quatum River,Quatum River,13,13L,4,#N/A,#N/A,#N/A,#N/A,Quatum River,13,13L,-124.9495622,50.38573492,
13.Ramsay Arm,Ramsay Arm,13,13L,58,Ramsay Arm,13L,-124.9738109,50.4199807,Ramsay Arm,13,13L,-124.9738109,50.4199807,
13.Raza I.,Raza I.,13,13L,1,Raza I.,13L,-125.0305216,50.28786006,Raza I.,13,13L,-125.0305216,50.28786006,
13.Raza Pass,Raza Pass,13,13L,7,Raza Pass,13L,-125.0336504,50.31140859,Raza Pass,13,13L,-125.0336504,50.31140859,
13.Raza Pass(13L),Raza Pass(13L),13,13L,3,#N/A,#N/A,#N/A,#N/A,Raza Pass,13,13L,-125.0336504,50.31140859,
13.Raza Pt.,Raza Pt.,13,13L,1,#N/A,#N/A,#N/A,#N/A,Raza I.,13,13L,-125.0305216,50.28786006,
13.Whale Pass,Whale Pass,13,13L,1,Whale Pass,13I,-125.0379526,50.19154004,Whale Pass,13,13I,-125.0379526,50.19154004,
13.Big Rock,Big Rock,13,13M,2,Big Rock,13M,-125.2157316,49.98406635,Big Rock,13,13M,-125.2157316,49.98406635,
13.Butlers,Butlers,13,13M,2,#N/A,#N/A,#N/A,#N/A,Butler's Beach,13,13M,-125.1582014,49.98806103,
13.Butler's Beach,Butler's Beach,13,13M,305,Butler's Beach,13M,-125.1582014,49.98806103,Butler's Beach,13,13M,-125.1582014,49.98806103,
13.C.R. Green Can,C.R. Green Can,13,13M,86,#N/A,#N/A,#N/A,#N/A,Green Can (P-61),13,13M,-125.1175,49.9869,
13.Campbell River Hump,Campbell River Hump,13,13M,3,#N/A,#N/A,#N/A,#N/A,Cape Mudge Hump,13,13M,-125.1575,49.9726,
13.Cape Mudge,Cape Mudge,13,13M,47,#N/A,#N/A,#N/A,#N/A,Cape Mudge,13,13M,-125.1881,49.9894,
13.Cape Mudge Hump,Cape Mudge Hump,13,13M,72,#N/A,#N/A,#N/A,#N/A,Cape Mudge Hump,13,13M,-125.1575,49.9726,
13.Cape Mudge Hump to Lighthouse,Cape Mudge Hump to Lighthouse,13,13M,15,#N/A,#N/A,#N/A,#N/A,Cape Mudge,13,13M,-125.1881,49.9894,
13.Cape Mudge Lighthouse,Cape Mudge Lighthouse,13,13M,13,#N/A,#N/A,#N/A,#N/A,Cape Mudge,13,13M,-125.1881,49.9894,
13.Cape Mudge to Hump,Cape Mudge to Hump,13,13M,3,#N/A,#N/A,#N/A,#N/A,Cape Mudge,13,13M,-125.1881,49.9894,
13.Cape Mudge/Willow-Shelter Pts,Cape Mudge/Willow-Shelter Pts,13,13M,8,#N/A,#N/A,#N/A,#N/A,Cape Mudge,13,13M,-125.1881,49.9894,
13.CR Hump,CR Hump,13,13M,5,#N/A,#N/A,#N/A,#N/A,Cape Mudge Hump,13,13M,-125.1575,49.9726,
13.Denham Bay,Denham Bay,13,13M,1,Denham Bay,13K,-125.241933,50.448942,Denham Bay,13,13K,-125.241933,50.448942,
13.Francisco Point,Francisco Point,13,13M,2,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Francisco Pt,Francisco Pt,13,13M,23,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Francisco Pt.,Francisco Pt.,13,13M,655,Francisco Pt.,13I,-125.2166891,50.29287137,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Francisco Pt. to Green Can,Francisco Pt. to Green Can,13,13M,25,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Francisco Pt. to Red Buoy,Francisco Pt. to Red Buoy,13,13M,5,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Fransisco Pt. & Cape Mudge Hump,Fransisco Pt. & Cape Mudge Hump,13,13M,1,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
"13.Fransisco Pt-GreenCan, Shelter Pt, Cape Mudge","Fransisco Pt-GreenCan, Shelter Pt, Cape Mudge",13,13M,2,#N/A,#N/A,#N/A,#N/A,Francisco Pt.,13,13I,-125.2166891,50.29287137,
13.Front of town,Front of town,13,13M,7,#N/A,#N/A,#N/A,#N/A,Hidden Harbour,13,13M,-125.2299,50.0101,
13.Green Can,Green Can,13,13M,803,#N/A,#N/A,#N/A,#N/A,Green Can (P-61),13,13M,-125.1175,49.9869,
13.Green Can (P-61),Green Can (P-61),13,13M,112,#N/A,#N/A,#N/A,#N/A,Green Can (P-61),13,13M,-125.1175,49.9869,
13.Green Can buoy to Francisco Pt,Green Can buoy to Francisco Pt,13,13M,6,#N/A,#N/A,#N/A,#N/A,Green Can to Francisco Pt.,13,13M,-125.1246,49.9993,
13.Green Can to Francisco Pt.,Green Can to Francisco Pt.,13,13M,8,#N/A,#N/A,#N/A,#N/A,Green Can to Francisco Pt.,13,13M,-125.1246,49.9993,
13.Green Can/Francisco Pt.,Green Can/Francisco Pt.,13,13M,4,#N/A,#N/A,#N/A,#N/A,Green Can to Francisco Pt.,13,13M,-125.1246,49.9993,
13.Green con,Green con,13,13M,38,#N/A,#N/A,#N/A,#N/A,Green Can (P-61),13,13M,-125.1175,49.9869,
13.Hump,Hump,13,13M,444,#N/A,#N/A,#N/A,#N/A,Cape Mudge Hump,13,13M,-125.1575,49.9726,
13.Hump / Shelter,Hump / Shelter,13,13M,2,#N/A,#N/A,#N/A,#N/A,Cape Mudge Hump,13,13M,-125.1575,49.9726,
13.Hump to Green Can,Hump to Green Can,13,13M,7,#N/A,#N/A,#N/A,#N/A,Cape Mudge Hump,13,13M,-125.1575,49.9726,
13.Hump to Lighthouse,Hump to Lighthouse,13,13M,12,#N/A,#N/A,#N/A,#N/A,Cape Mudge,13,13M,-125.1881,49.9894,
13.Indian Village,Indian Village,13,13M,5,Indian Village,13M,-125.2006853,50.01373317,Indian Village,13,13M,-125.2006853,50.01373317,
13.Ken Ford,Ken Ford,13,13M,108,Ken Ford,13M,-125.1989151,49.96751339,Ken Ford,13,13M,-125.1989151,49.96751339,
13.Lighthouse,Lighthouse,13,13M,736,Lighthouse,13M,-125.1998002,49.99490829,Lighthouse,13,13M,-125.1998002,49.99490829,
13.Lucky Louie's,Lucky Louie's,13,13M,1,Lucky Louie's,13M,-125.219272,49.99262598,Lucky Louie's,13,13M,-125.219272,49.99262598,
13.Ocean Grove,Ocean Grove,13,13M,3,Ocean Grove,13M,-125.19803,49.96009124,Ocean Grove,13,13M,-125.19803,49.96009124,
13.Red Bell Buoy,Red Bell Buoy,13,13M,42,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red Buoy,Red Buoy,13,13M,78,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red Buoy - Hump,Red Buoy - Hump,13,13M,7,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red Buoy to Green Can,Red Buoy to Green Can,13,13M,7,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red Buoy to Lighthouse,Red Buoy to Lighthouse,13,13M,5,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red Can,Red Can,13,13M,145,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red/Green Can,Red/Green Can,13,13M,4,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Red/Green can deeps,Red/Green can deeps,13,13M,1,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Redcon hump,Redcon hump,13,13M,6,#N/A,#N/A,#N/A,#N/A,Red Can (P-60),13,13M,-125.1526,49.9827,
13.Rod & Reel,Rod & Reel,13,13M,9,Rod & Reel,13M,-125.1874091,49.95323901,Rod & Reel,13,13M,-125.1874091,49.95323901,
13.Sentry Shoal,Sentry Shoal,13,13M,2,#N/A,#N/A,#N/A,#N/A,Sentry Shoal,14,14N,-124.9763,49.9066,
13.Shelter,Shelter,13,13M,2,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter Bay,Shelter Bay,13,13M,1,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter Point,Shelter Point,13,13M,95,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter Point & Cape Mudge,Shelter Point & Cape Mudge,13,13M,2,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter Pt.,Shelter Pt.,13,13M,126,Shelter Pt.,13M,-125.1776732,49.94581464,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter Pt. and Cape Mudge Hump,Shelter Pt. and Cape Mudge Hump,13,13M,8,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter Pt. to Willow Pt.,Shelter Pt. to Willow Pt.,13,13M,11,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter to Willow Points,Shelter to Willow Points,13,13M,4,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter to Willow Pts & Cape Mudge,Shelter to Willow Pts & Cape Mudge,13,13M,1,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter/Willow Points & Cape Mudge,Shelter/Willow Points & Cape Mudge,13,13M,4,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter/Willow Pts & Cape Mudge,Shelter/Willow Pts & Cape Mudge,13,13M,1,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shelter/Willow Pts & Cape Mudge Hump,Shelter/Willow Pts & Cape Mudge Hump,13,13M,1,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,13,13M,-125.1776732,49.94581464,
13.Shit Pit,Shit Pit,13,13M,7,Shit Pit,13M,-125.230778,50.01943622,Shit Pit,13,13M,-125.230778,50.01943622,
13.Slide (the),Slide (the),13,13M,4,Slide (the),13M,-125.2042256,50.00460688,Slide (the),13,13M,-125.2042256,50.00460688,
13.South of Ferry,South of Ferry,13,13M,1,#N/A,#N/A,#N/A,#N/A,Hidden Harbour,13,13M,-125.2299,50.0101,
13.Sub Area 13M,Sub Area 13M,13,13M,4,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,-,-,
13.Whilby Shoal,Whilby Shoal,13,13M,528,Whilby Shoal,13M,-125.1404998,49.96865516,Whilby Shoal,13,13M,-125.1404998,49.96865516,
13.Wilby Shoals (Green to Red Cans),Wilby Shoals (Green to Red Cans),13,13M,5,#N/A,#N/A,#N/A,#N/A,Whilby Shoal,13,13M,-125.1404998,49.96865516,
13.Wilby Shoals deeps near Green Can (P-61),Wilby Shoals deeps near Green Can (P-61),13,13M,1,#N/A,#N/A,#N/A,#N/A,Whilby Shoal,13,13M,-125.1404998,49.96865516,
13.Willow,Willow,13,13M,7,#N/A,#N/A,#N/A,#N/A,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Willow Point,Willow Point,13,13M,31,#N/A,#N/A,#N/A,#N/A,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Willow Point to Shelter Point,Willow Point to Shelter Point,13,13M,36,#N/A,#N/A,#N/A,#N/A,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Willow Pt.,Willow Pt.,13,13M,40,Willow Pt.,13M,-125.2051107,49.97379277,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Willow Pt. to Shelter Pt.,Willow Pt. to Shelter Pt.,13,13M,11,#N/A,#N/A,#N/A,#N/A,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Willow to Shelter Points,Willow to Shelter Points,13,13M,4,#N/A,#N/A,#N/A,#N/A,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Willow to Shelter Pt.,Willow to Shelter Pt.,13,13M,1,#N/A,#N/A,#N/A,#N/A,Willow Pt.,13,13M,-125.2051107,49.97379277,
13.Cortes Island Reef Bell Buoy (Q 20),Cortes Island Reef Bell Buoy (Q 20),13,13N,10,#N/A,#N/A,#N/A,#N/A,Cortez Bell Buoy,13,13N,-125.0058817,50.01066432,
13.Cortez Bell Buoy,Cortez Bell Buoy,13,13N,2,Cortez Bell Buoy,13N,-125.0058817,50.01066432,Cortez Bell Buoy,13,13N,-125.0058817,50.01066432,
13.Sutil Pt. Bell Buoy,Sutil Pt. Bell Buoy,13,13N,7,Sutil Pt. Bell Buoy,13N,-125.017615,50.00915203,Sutil Pt. Bell Buoy,13,13N,-125.017615,50.00915203,
13.Cordero Channel,Cordero Channel,13,13O,6,#N/A,#N/A,#N/A,#N/A,Cordero Chan.,13,13K,-125.2245112,50.41973082,
13.Denham Bay,Denham Bay,13,13O,2,Denham Bay,13K,-125.241933,50.448942,Denham Bay,13,13K,-125.241933,50.448942,
13.Frederick Arm,Frederick Arm,13,13O,317,Frederick Arm,13O,-125.27037,50.482706,Frederick Arm,13,13O,-125.27037,50.482706,
13.Fredrick Arm,Fredrick Arm,13,13O,7,#N/A,#N/A,#N/A,#N/A,Frederick Arm,13,13O,-125.27037,50.482706,
13.Fredrick Arm(13O),Fredrick Arm(13O),13,13O,3,#N/A,#N/A,#N/A,#N/A,Frederick Arm,13,13O,-125.27037,50.482706,
13.Gomer Island,Gomer Island,13,13O,1,Gomer Island,13K,-125.2839661,50.44876015,Gomer Island,13,13K,-125.2839661,50.44876015,
13.Hole Pt.,Hole Pt.,13,13O,16,Hole Pt.,13L,-125.123291,50.32902553,Hole Pt.,13,13L,-125.123291,50.32902553,
13.Owen Pt.,Owen Pt.,13,13O,17,#N/A,#N/A,#N/A,#N/A,Owen Point,13,13P,-125.315435,50.460103,
13.Pizza Hut,Pizza Hut,13,13O,189,Pizza Hut,13O,-125.2705765,50.47782727,Pizza Hut,13,13O,-125.2705765,50.47782727,
13.Sub Area 13O,Sub Area 13O,13,13O,1,#N/A,#N/A,#N/A,#N/A,Frederick Arm,13,13O,-125.27037,50.482706,
13.Owen Point,Owen Point,13,13P,11,Owen Point,13P,-125.315435,50.460103,Owen Point,13,13P,-125.315435,50.460103,
13.Owen Point(13P),Owen Point(13P),13,13P,4,#N/A,#N/A,#N/A,#N/A,Owen Point,13,13P,-125.315435,50.460103,
13.Owen Pt.,Owen Pt.,13,13P,54,#N/A,#N/A,#N/A,#N/A,Owen Point,13,13P,-125.315435,50.460103,
13.Ripple,Ripple,13,13Q,7,#N/A,#N/A,#N/A,#N/A,Ripple Pt.,13,13Q,-125.562175,50.369555,
13.Ripple Point,Ripple Point,13,13Q,16,#N/A,#N/A,#N/A,#N/A,Ripple Pt.,13,13Q,-125.562175,50.369555,
13.Ripple Point(13Q),Ripple Point(13Q),13,13Q,4,#N/A,#N/A,#N/A,#N/A,Ripple Pt.,13,13Q,-125.562175,50.369555,
13.Ripple Pt.,Ripple Pt.,13,13Q,22,Ripple Pt.,13Q,-125.562175,50.369555,Ripple Pt.,13,13Q,-125.562175,50.369555,
